ip_change,ip_frequency,ip_mismatch,browser_change,os_change,cookie_reuse,session_duration,session_idle_time,request_rate,request_variance,post_get_ratio,total_requests,page_depth,page_sequence_entropy,admin_page_attempt,direct_page_access,click_interval_avg,click_interval_std,night_activity_flag,label
1,4,0,1,1,1,219.5152462188273,16.951665917660854,64.73830900569176,10.78653189206527,0.8093056931867417,114,2,0.2498337213069884,0,1,0.0,0.263729145501399,0,1
1,3,1,1,1,1,342.48751617778026,5.798091626649865,36.022219397721955,7.6331041012243315,0.6332999686289001,49,3,0.052016784252398925,0,1,0.36381653181859086,0.2916931234061393,0,1
0,1,0,1,0,0,933.1206427373054,152.93696259668155,11.125381685945598,38.99224019306817,0.13969249257681007,35,8,0.2565442102863485,0,0,10.899788243404851,3.2185345790175397,0,0
0,1,0,0,0,0,799.9429606530881,66.10983701087312,8.782469503032598,49.503346645924914,0.14207149538268904,25,2,0.5593298568543903,0,0,6.53907109943598,5.363967873660863,1,0
0,2,0,0,0,0,602.796363193865,44.277058607019924,9.473198130336069,69.77308958733036,0.1754242778073687,18,4,0.5154622020099353,0,0,7.433869614522242,4.603453025187098,0,0
1,2,1,1,1,1,105.7632947988644,17.24205835061195,55.27079081832626,5.8576153561103474,0.8376972761520842,32,3,0.28592183058664106,1,1,0.43238141535130303,0.08114025975323656,1,1
0,2,0,0,0,0,555.1235780217327,181.2660943743665,2.5395565340125135,39.710277932851554,0.10563271862477913,29,9,0.25489251103247523,0,0,12.079662639765225,3.4430711923150383,0,0
0,2,0,0,0,0,964.6982938598882,105.72595489384948,3.6171222371529463,37.0317284999432,0.20689029113489354,6,4,0.7690217316733514,0,0,6.22696047941868,3.679537450240356,0,0
0,1,0,0,0,0,865.0552180874075,59.19791954452056,2.4933607676350533,82.09015160330803,0.0971198899607536,11,7,0.3326429316883951,0,0,0.009037578687815184,4.009120719501876,0,0
0,1,0,0,0,0,766.3566546802472,146.88484944880258,12.05339597555049,99.77349391677537,0.09313180290243,9,8,0.6564078567325797,0,1,7.014991643570937,6.038328984630831,0,0
0,2,0,0,0,0,560.7994737515338,62.17154939416693,9.970650098673028,65.83298295845582,0.14665618377613665,21,7,0.5577619270892319,0,0,6.00912214585377,2.9575151257728614,0,0
0,1,0,0,0,0,614.5449254806575,131.2377329893931,3.843715195656528,65.8657081033025,0.19982623169482905,36,6,0.2835524424708224,0,0,5.81100612853662,4.424066861518451,0,0
0,1,0,0,0,0,672.3322122494033,206.68274966185697,7.883858529858978,35.21298761267023,0.11391063993827952,12,3,0.5141381477179134,0,0,4.828828496852672,3.039203539162423,0,0
1,2,0,0,0,0,945.1815540704749,163.50574721087983,9.548534861344875,37.17036809554095,0.17159612723369702,12,6,0.6931559815639579,0,0,9.04751762093557,4.671037012679806,0,0
1,2,1,0,1,1,154.3837046171689,2.0711132166001107,40.62379948085848,6.067449005830989,0.9105567712443859,76,3,0.2809028260194683,1,1,0.2418360282354114,0.13463229462519422,1,1
0,2,0,0,0,0,761.4245193274621,61.58722801773188,9.429073308068658,60.10940318333254,0.20301049537494398,17,4,0.6652076902418814,0,0,16.278980116733234,2.166658835493567,0,0
0,2,0,0,0,0,440.1615986699493,90.1500804956916,5.934489476218474,51.7214572998735,0.18193915397241045,32,3,0.534788443269584,0,0,7.194595189125064,3.303060254919428,0,0
0,1,0,0,0,0,551.1839052651598,134.3753328434501,9.452477356798859,34.588641712276385,0.12996322154063045,39,4,0.574768428868719,0,0,12.901844550570944,5.754775544846584,1,0
0,1,0,0,0,0,793.2081596114725,201.43947971558657,9.480548105608635,47.24073802513682,0.13834515394814254,29,4,0.5205322459587485,0,0,9.64437898618187,3.4494129329992935,0,0
1,4,1,1,0,1,163.94702177746962,10.436957144600608,44.75918941127121,12.7507209804997,0.5339547488717324,74,1,0.09652110895748334,0,1,0.3870732336235414,0.23160678697299514,1,1
0,2,1,0,0,0,919.6643858308208,118.67482110050535,5.65548661017817,52.48083615544043,0.24484445780825354,29,5,0.3733622099945496,0,0,7.494740863913357,4.603645738960738,0,0
1,5,1,0,1,1,258.97036698681006,12.22447947504942,57.760790916909706,7.675589066482246,0.5773410331770739,83,2,0.09203828493303037,0,1,0.27147188879520634,0.1700303943335686,1,1
0,1,0,0,0,0,443.54619593473444,55.21855784985918,10.656376876701014,65.78268050293357,0.1539500041805531,25,9,0.6918786829908365,0,0,11.238630862434924,4.211640977508649,0,0
0,2,0,0,0,0,880.6739940250382,161.87419635234164,6.670867936614553,40.41014065201513,0.1648287772570381,21,9,0.6552291926983524,0,0,9.389554385802754,4.7841275908647,0,0
0,1,0,0,0,0,680.3251010982947,78.86338313509154,8.971400382817835,44.17020042013019,0.0674754394981119,18,9,0.5476489396061005,0,0,7.848731444835537,4.268216808277695,0,0
0,1,0,0,0,0,596.8164309995516,174.9606191874654,5.833193349038339,43.76025982703992,0.09718360003471291,18,8,0.2985721059634456,0,0,4.824488837012563,4.3163583215361445,0,0
1,3,1,0,1,1,244.56727019078176,8.688886524538702,49.88603569543336,0.012683109130438908,0.7369142396050661,63,4,0.1983000896462559,0,1,0.15399205866876592,0.0872100907967631,1,1
1,2,1,1,1,1,134.59573624894264,7.501019707126137,71.49683330878183,7.187603710567297,0.46941466051675546,92,4,0.0428354550418694,0,0,0.6408506757055901,0.34270089026990613,0,1
1,5,1,0,0,1,236.41893571761196,9.756171740784424,30.17206488201149,11.722779668617378,0.895286033343425,95,1,0.17372175830579833,0,0,0.45402183398020834,0.1854650577686115,1,1
1,5,1,1,1,1,198.87174572170392,10.35051661823651,45.41932000289034,5.355198000468933,0.9454835416847037,44,4,0.2852616613876284,0,0,0.5183483790706923,0.1546040567678985,1,1
0,2,0,0,0,0,858.8370699324574,104.87767580482273,10.26798815833075,51.735284111579745,0.26165969233255926,14,5,0.606608924670619,0,0,5.337822829677423,5.600163638865061,0,0
0,1,0,0,0,0,774.0135461377508,149.7409132783563,8.451256715430729,57.29922004932451,0.27017077926191374,12,8,0.5423658479832979,0,0,7.827143608899243,4.197565990172382,0,0
0,2,0,0,0,0,896.823205707193,141.3368009271396,7.060825908430537,49.98582810846708,0.08747961330151412,6,8,0.6373168653619682,0,0,9.8135459790661,3.5632802639594043,0,0
0,2,0,0,0,0,869.6772743976313,162.72190325930325,8.555375102942053,20.987566932943835,0.18720738944740595,33,3,0.7758702718626289,0,0,12.159620404975449,4.252374209533607,0,0
0,2,0,0,0,0,358.0610514317785,155.99572379977226,12.592252497031092,74.37523703394633,0.1393278564534896,6,7,0.7969197903018603,0,0,12.472178410549855,3.436350972573657,0,0
1,3,1,1,1,1,294.52468895170017,11.666468583063887,59.04594427442059,11.086140591296866,0.7363053532623286,79,1,0.1247202744970162,0,1,1.0299350779900696,0.30662315277374796,1,1
0,2,0,0,0,1,257.89408429499383,127.13870951375912,11.001456823286315,53.04841724518519,0.11993013772141367,23,9,0.7079966853429835,0,0,5.46015692940561,4.920666715713072,0,0
0,2,0,1,0,0,969.3612080173937,142.02613600728404,6.422583838061129,47.379231860020084,0.04823798796872479,15,3,0.20061768790738005,0,0,10.034898233576122,3.9519704692858233,0,0
1,5,1,1,1,1,381.8919566907319,4.5498475226317705,42.24459050435111,6.0110294026969715,1.2560520460597855,97,1,0.08225215725343998,0,0,0.27986681515778633,0.3221423593391952,1,1
1,2,1,1,0,0,249.01275468541675,4.920201684027163,39.48966286847628,7.457164815262099,0.822916123420169,96,2,0.27308153137618496,1,1,0.47248679513896086,0.19752643753101665,0,1
0,2,0,0,0,0,769.6861764410569,0.0,6.17989911570411,54.225673845589455,0.21000394782134307,19,5,0.7983094123417704,0,0,6.524292657481384,2.92212818862281,0,0
1,1,0,0,0,0,356.5434615559041,129.56775040824775,5.321637453524348,60.27228928462193,0.15173568743762808,10,7,0.6436815399432365,0,0,2.0944873596858393,4.163405474022404,0,0
1,3,1,0,1,1,153.85469229207226,9.60553889042502,41.92180490661056,4.3162863583193785,0.8316572058797151,46,1,0.11199462190978228,1,1,0.3649329340890106,0.1110508259511553,1,1
0,1,0,0,0,0,479.5487594235648,53.92488570917328,9.463019824769882,64.94736063223603,0.13546538459844784,7,4,0.6005346431126164,0,0,6.409227144882678,3.2071271677376556,0,0
0,2,0,0,0,0,585.1172353135928,125.15744328103293,6.238537522906388,39.356550875131084,0.1692736535228476,17,7,0.7294970630408819,0,0,7.490442926966808,5.6367399618306395,0,0
0,2,0,0,0,1,606.6886935946302,138.97457147169519,9.701135976455701,84.22281291098027,0.18842155349952117,24,2,0.34676976443135965,0,0,2.768982192810392,4.156823016098193,0,0
0,2,0,0,0,0,689.8456869839491,140.54566591327648,4.66512401678382,66.04941764639378,0.1300839546988019,29,9,0.6514566575693437,0,0,6.186984291660081,3.673296005022175,0,0
1,4,1,1,0,1,235.6700721280132,19.9283820550742,46.852938027616396,4.349804632530615,0.7481556373991816,54,1,0.02540284657280697,1,1,0.5373154300723143,0.24508123363318,1,1
1,4,1,0,1,1,262.8734279291996,6.035118266446627,73.68832034147911,4.177921307765666,0.849886860842811,114,4,0.17073209410884113,0,1,0.4607667653697794,0.3373123901836489,1,1
0,2,0,1,0,0,809.0269096768538,58.82962785694877,10.803283349693922,45.16500722213106,0.1890035148695532,16,6,0.6994181237965971,0,0,5.877122315533922,3.2878261358239564,0,0
0,1,0,0,0,0,855.585365847633,0.0,10.188628299907442,45.637922032521146,0.19979287643592472,39,3,0.7942047880050664,0,0,6.687002990591885,2.813664904778628,1,0
0,2,0,0,0,0,447.45504428675713,189.0177615780836,8.839527982992825,20.453439181877204,0.16288804414300553,17,6,0.32877684395528173,0,0,5.8948772056253755,4.583588469973272,0,0
1,5,1,0,1,1,234.77419475375302,6.499925824533563,44.067299185191345,4.286072560625312,0.7393121225726017,112,2,0.18760692049009234,1,1,0.2598076506644335,0.26734781528121576,1,1
0,1,0,0,0,0,555.6730226858391,137.15321803540755,7.022808634248658,64.81090731748873,0.15647309675625995,30,8,0.41133858504244725,0,0,2.0430099325893227,2.7296205287915956,0,0
0,1,0,0,0,0,713.2225653562082,77.73279297740457,3.866182088532552,42.93766695985863,0.12692671409129083,22,3,0.4698524800218595,0,0,8.199971835525872,4.172693706525512,0,0
0,2,0,0,0,0,491.54353244746716,210.0389873839825,10.725008483243284,34.61379951016131,0.1369335470274266,12,6,0.35255673886691874,0,0,13.966304071743638,4.334118649629996,0,0
0,2,0,0,0,0,285.8998792753646,87.58066901175071,9.540622124490541,68.97879979675187,0.11689437415877951,24,5,0.2522233775525952,0,0,9.43101115818522,1.7230873019003923,0,0
0,2,0,0,0,0,752.7897231389845,117.89421199292434,5.438201274619832,75.809214827527,0.15275996212650444,17,4,0.26629017678083894,0,0,9.340916818912598,4.990959315124487,0,0
1,3,1,1,1,1,94.21582457204173,3.6929558149821053,22.639388585264328,9.289309447740553,0.7480566205970098,43,4,0.26371860136567504,1,1,0.5576492708099795,0.043032687497152666,0,1
1,4,1,1,1,1,119.05974487075194,4.365591769339174,60.522147650821296,4.292928850819514,0.8868258850111846,98,3,0.2754774503823919,1,1,0.3226251321891901,0.2562062752125228,1,1
1,3,1,1,1,1,189.59967929926074,16.877984821521043,38.938570322514,11.106594370158785,1.1984188814994907,80,1,0.033491233596355606,1,1,0.814191637452802,0.2038857020567621,0,1
0,2,0,0,0,1,555.9610745984085,0.0,9.356100033757306,25.198794150588313,0.10528336884557901,17,6,0.2033034794962525,0,0,5.991769415502345,3.6907909229501366,0,0
0,1,0,0,0,0,1054.7882077354402,117.54942194903509,8.504627044052171,40.19556815969421,0.09675333554209309,32,6,0.6979637559274661,0,0,9.80035685238983,3.6047849982159494,0,0
0,1,0,0,0,0,707.7457952105017,107.32348469098118,6.680111262780271,60.9939883662201,0.15379602671297432,39,2,0.5889415384292582,0,0,3.1697856577568704,4.409450521925623,0,0
0,2,0,0,0,0,602.12844864653,106.54618760371513,9.452772699782905,60.67492207483146,0.20594128268532108,18,2,0.5946296883655722,0,0,5.769015159899704,3.7328736640593077,0,0
1,2,1,1,1,1,185.0320867487883,12.808990821638993,48.93948550662248,0.0,0.8051332910107425,81,2,0.2600360659469273,0,1,0.38943103849916,0.30389977216522546,1,1
1,1,0,0,0,0,492.91562453333023,190.65268348617516,7.362264116034296,39.582726696982874,0.07096245913452791,38,5,0.4694471084809256,0,0,2.4444718052760237,4.7835896647986065,0,0
0,2,0,0,0,0,678.1045795130002,164.5249781921601,8.562259641570309,77.25347724734115,0.10842490285219517,18,4,0.4445505251442902,0,0,9.24409558619266,5.491919646345273,1,0
1,5,1,0,1,1,120.55861137937424,11.31987154718079,25.74219169712042,9.012181984741046,0.9533975862760075,42,4,0.2877021260293303,1,1,0.0,0.30926185912568266,1,1
0,1,1,0,0,0,630.2738949140753,171.76781914742935,9.63400233295517,90.33775088373832,0.17047067089345652,28,4,0.7208964824309283,0,0,9.913919810452319,3.733762467838542,0,0
0,2,0,0,0,0,737.2707110029066,69.66643955845582,8.203515541750813,9.601453356877272,0.22209725029009447,12,4,0.2051714015550682,0,0,6.46287727796992,2.8287838266227303,0,0
0,1,0,0,0,0,502.65710079145015,200.06673845184815,10.944642130190243,56.61401114127864,0.14926408706825317,24,9,0.22751675984277978,0,0,10.38921628908898,2.8519450938442588,0,0
0,2,0,0,0,0,671.5851457383537,249.35309452946774,11.51671774027518,47.98354019629584,0.224928241943254,18,4,0.634895935924435,0,0,7.10508951634566,6.163656499224738,0,0
1,3,1,1,0,0,388.12337149644713,1.4968637517431098,33.978851797909364,4.416525545405672,0.933175564741278,41,1,0.07994916000385358,1,1,1.05054295751705,0.14937267328287832,0,1
0,1,0,0,0,0,819.2869123752154,161.63805091226249,14.028637728575877,65.62921791715544,0.10195551822169807,30,7,0.6235942417771961,0,0,9.591107182727574,4.855758767564082,0,0
0,2,0,0,0,0,615.6817845012154,30.917905708975667,7.888892258842646,58.588964907673386,0.20536619481218074,11,2,0.38596215576116655,0,0,8.527869971663733,5.349704627310695,0,0
1,4,1,0,1,1,237.32172711026868,7.624373607776984,37.00509420861069,6.919708871456253,0.9430473167782466,78,2,0.006307442165880661,1,1,0.3819946625531382,0.26235257988258587,0,1
0,2,0,0,0,0,1193.0020703441446,114.20226560260674,5.200359777063207,65.06651520754482,0.09360863897493468,39,6,0.24331904538750554,0,0,9.692832164080208,3.742623462576655,0,0
1,5,1,1,1,1,316.8886716228691,10.507926790865204,34.33444844317273,3.4852554731173164,0.9312894373820937,55,2,0.0392629000373061,1,1,0.0,0.1521734964342484,1,1
1,2,1,1,1,1,205.10196462079915,12.654007918363648,28.90214588899426,5.346790216039724,0.7940467023327197,72,1,0.07515404194916742,0,1,0.0768880836654382,0.12263958344017206,0,1
0,1,0,0,0,0,607.8894096481479,106.83116680714028,5.041019708224827,46.97948092305894,0.11804748014574845,6,2,0.4707599684438687,0,0,1.178149372290365,6.134962939679395,0,0
0,1,0,0,0,0,327.1504489564179,0.0,11.78395430555014,43.443529473146064,0.13307530178538512,29,3,0.7387787881086731,0,0,5.478587192942207,3.7752543794850153,0,0
0,2,0,0,0,0,926.8390533154352,148.93493716083944,4.2870127330181065,67.38312128778546,0.1943645418633371,12,4,0.6624455185433311,0,0,9.792957939059749,3.414184340742265,0,0
0,2,0,0,0,0,869.835809777741,121.46591041068206,8.96299269105807,70.0447233340585,0.22801277647654655,33,8,0.5824354987610809,0,0,2.14519126135134,3.7336765676571524,0,0
0,1,0,0,0,0,658.8448258026988,105.93553198102069,5.6487030032408105,36.18917895367481,0.10419040422593787,15,6,0.4548629182550318,0,0,5.504533375308666,5.595609823010948,0,0
1,3,1,1,1,1,352.9295573897958,6.944574687616411,41.38913544016424,0.0,0.8748124176262088,41,1,0.2931563217397255,0,1,0.6505700701102015,0.1971183398411377,1,1
0,1,0,0,0,0,328.65238654876157,165.3893012589659,2.2578197882375983,63.18902482227223,0.10980257926362594,19,6,0.7115255869253003,0,0,6.975270103344927,4.86719306191894,0,0
0,1,0,0,0,0,365.7313980538056,150.33010863668946,7.91322534747539,55.39338714794142,0.13849717822018087,12,8,0.4722161807631697,0,0,9.541505579196638,3.7431896915809664,1,0
0,1,0,0,0,0,867.3314715517965,79.1478374341341,2.3654630014044873,62.087851407336544,0.06859366190911963,35,6,0.28674782614375083,0,0,9.120492085181017,3.043754217133325,0,0
0,2,0,0,0,0,869.2088414929435,57.330315216007286,7.332815840336473,55.94613957699645,0.1811399915731961,15,7,0.7485792839362995,0,0,3.1112210420710182,4.551863655309501,0,0
0,1,0,0,0,0,795.0395259564859,150.06565019639072,8.56874484979623,70.02092185134282,0.014838385350038119,16,7,0.4607575765152271,0,0,10.033625958592722,4.8858031376017195,0,0
0,1,0,0,0,0,229.5345801968479,170.12604529295191,8.406207447450834,16.631224921947435,0.2764782252731411,8,6,0.5740866983115779,0,0,9.873258236769656,3.8526996027449814,0,0
0,1,0,0,0,0,153.9340184748222,0.0,12.297445752357518,74.29444119373096,0.10595681777558696,19,8,0.5720436535571082,0,0,8.545598765175486,4.248220586300336,0,0
0,2,0,0,0,0,537.9384589230193,168.09085913262055,10.931945903154405,47.40937184555132,0.08073714552463489,6,8,0.2659178682444698,0,0,11.888189185344189,2.8928431831975483,0,0
0,1,0,0,0,0,581.6063067593907,55.08513787721202,6.790136624267184,51.69053967568649,0.19551078918323728,31,7,0.5822285321021765,0,0,7.449415483528541,4.036472176654209,0,0
0,1,0,0,0,0,578.9485731997642,62.67921331693772,6.755706096783601,22.025182367882845,0.13279597293443407,32,2,0.39080208498311836,0,0,10.252357656768265,3.6078918468678425,0,0
0,2,0,0,0,0,786.518166374618,33.32655338851217,3.0161615201666967,50.58093544763488,0.20376570696796772,7,9,0.2624824147521725,0,0,7.267400494422715,4.110821095133803,0,0
0,5,1,1,1,1,135.93864176723955,10.713303075780255,16.07006371116493,6.172628099441159,0.8391524007768378,49,3,0.28631080866847075,1,0,0.8365458920819059,0.14996078604156066,1,1
0,2,0,0,0,0,196.03733353235322,107.24991811853009,11.536845197710003,61.935172926036984,0.04881730109939163,19,7,0.6539879296114394,0,0,6.515103558895781,3.502427501690786,0,0
0,2,0,0,0,0,460.45621922035104,154.3817601630843,9.366194512934644,37.03621705865312,0.17545629975250526,35,6,0.7355667968264883,0,0,7.904686481609734,6.037857550236697,0,0
1,2,1,0,1,1,107.48790062980997,9.202791479909987,41.15002010457719,3.6569515022586767,0.9026210478213303,67,3,0.2661506064883773,0,0,1.1713889053472655,0.19397486321358265,0,1
0,2,0,0,0,0,826.3620322430847,126.89114397376258,9.475619637325956,23.807332726183915,0.16161072529774498,34,6,0.5509585363872331,0,0,5.973246837755996,4.616225778793552,0,0
0,2,0,0,0,0,412.1188432398966,105.95880845358111,9.399075123339003,69.74669033178203,0.14620244881787386,30,2,0.7583640829079223,0,0,2.932824652013312,3.280680009870447,0,0
0,1,0,0,0,0,694.5504283598457,134.70685706235707,10.180382139205411,37.43701200488715,0.21431910684977667,39,6,0.36619869107282965,0,0,5.348438020852991,3.636086667920998,0,0
0,1,0,0,0,0,765.2961740720554,62.053042028162444,6.384278980110127,40.66482376097119,0.07585077840087909,30,8,0.39234055160989945,0,0,9.835977895743465,2.274325746624897,0,0
0,1,0,0,0,0,654.1685154705989,138.1150957829566,4.784429593302564,46.53441416452206,0.22441176584347378,17,4,0.668113561089797,0,1,3.5949903153977143,3.821780519614763,0,0
1,3,1,1,1,1,135.78629343517522,14.445331630855758,73.62896807536048,7.704386404495418,0.9494271806417494,76,2,0.19013652586350066,1,1,0.6042896783172513,0.20225003882454398,0,1
0,1,0,0,0,0,502.0214539720636,99.07181070762152,2.1254737133509627,37.43028587378489,0.13536846898348973,38,6,0.5478832071000778,0,0,9.723552021851546,1.8135667742654338,0,0
0,2,0,0,0,0,493.21817973664,35.57135842710501,8.218990267920073,65.60156359433165,0.1537593543803093,10,7,0.25347465926961,0,0,11.681150179910457,4.133540904782282,0,0
1,3,1,1,1,1,67.53915792683954,6.937494209487964,58.841184281964885,11.254949280645956,0.8252140399260678,95,4,0.11302162359928639,1,1,0.47934162673812075,0.18502901779759956,1,1
0,1,0,0,0,0,141.21168303069567,138.15765789178886,10.484031218490417,64.03076916716799,0.18936364940005923,17,8,0.6475185430191999,0,0,10.793347725172804,3.6201096927518672,0,0
1,5,0,1,1,1,161.9383303462203,7.976520715683368,60.44406542129539,10.947411350506783,0.9907520511622708,38,2,0.07335224920332757,0,1,1.1515408002189806,0.08110588819466513,0,1
0,2,0,0,0,0,505.2822438045783,130.2356522148518,10.506696195049711,32.18313315097845,0.03376401692737993,16,3,0.5517378992100784,0,0,7.391461340989543,4.046915434950258,0,0
0,2,0,0,0,0,510.32395618922357,240.6005573580001,13.309587262030899,29.312543441528042,0.11446199482254107,14,4,0.23117394653256107,0,0,8.221310323660658,3.3540358208754646,0,0
1,5,1,1,1,1,119.81097631530827,15.281442418730615,50.96291634859731,5.04026145616538,0.7973433822081961,119,3,0.05106990973149916,0,1,0.4879385796390863,0.14980080398187956,0,1
0,2,0,0,0,0,783.9655020295327,138.83171780820805,2.9545390246003125,14.82802000011705,0.10636846863144946,7,6,0.412773294584466,0,0,10.38097382594106,2.9958592332479324,0,0
0,1,0,0,0,0,776.1830338066491,114.21920211034244,8.920095120978308,38.9856642376285,0.11918172854088299,30,9,0.5410833212940918,0,0,8.856667668621192,3.1894713701783735,0,0
1,2,1,1,1,1,170.55387314016988,7.135887382097796,61.75302243406107,0.0,0.6635377855585739,90,2,0.056412327776635726,1,1,0.46730145178658555,0.04539076796963276,1,1
0,1,0,0,0,0,596.297372801522,102.6804816647917,8.968155681014268,33.45538112895354,0.17596732571205861,29,9,0.5170220727783256,0,0,12.598216739007732,2.103252779817078,0,0
0,2,0,0,0,0,643.822120006882,124.62868715298758,12.866579304648287,89.0228409659559,0.11134582722147593,18,6,0.5605472033954517,0,0,8.001500195100888,3.8271982626035355,0,0
0,2,0,0,0,1,945.5104085241363,117.65252198679883,7.658332421698932,43.9014096184087,0.12484653002224538,38,2,0.5402772245194238,0,0,12.38937186017517,3.8756260348661673,0,0
0,1,0,0,0,0,681.7453869949148,109.47729264607855,9.474516941740351,49.81422876864369,0.16534905363431188,17,8,0.7346840550761058,0,0,5.083542805392016,4.982319482755443,0,0
0,1,0,0,0,0,622.6540821075529,33.703321300957995,10.75768680372561,36.63711828922012,0.24366488881087728,13,8,0.3175044875521513,0,0,11.240144197143945,1.240402600727116,0,0
0,2,0,0,0,0,319.4789456400613,224.97460459121635,4.268410293826145,36.141896044081854,0.11407963672154012,23,5,0.45424295218925775,0,0,10.684773130833324,4.239477461705897,0,0
0,1,0,0,0,0,402.08338848505196,200.47871518200807,5.348666633407195,61.479339184033506,0.06232131410456564,38,8,0.598202699217589,0,1,5.424926659456359,4.700309879408992,0,0
0,2,0,0,0,0,424.3353845640522,97.31952605890697,8.694337767576718,62.92979075451541,0.13921661812261837,18,8,0.7347200438381616,0,0,5.381116728638899,4.583954994878134,0,0
1,2,1,1,1,1,139.9778975562415,5.62277535668127,37.599855748886164,5.985481587189751,1.045058061169946,32,1,0.24616842353972934,0,0,0.6911549976221636,0.11738834984596525,1,1
1,3,1,1,1,1,107.27790708182118,11.155029658652424,67.15666624322381,3.596327752821427,0.6701107201134897,44,4,0.24182464961847824,0,1,0.5634668306889041,0.15814029021350737,0,1
0,1,0,0,0,0,430.96920831476825,153.2033389844656,7.898224322216273,18.10488083673335,0.17103498155092395,32,5,0.747071067429063,0,0,6.2662376695018684,2.763479663653328,0,0
1,3,1,1,1,1,103.0611938168051,1.5662111727522348,58.709107039844874,6.638219515424803,0.7068594330681851,90,4,0.11145587257307198,0,1,0.10166039795617071,0.17114670993182038,1,1
1,2,0,0,0,0,921.6610944110772,188.67637692300536,8.6291398975921,68.56090142011385,0.17714141756353383,25,5,0.5619152993688006,0,0,7.411979499584929,2.337373677748645,0,0
0,1,0,0,0,0,826.8589587776424,100.41276665695898,5.7404476267890026,43.531381409019616,0.22235177299606015,15,4,0.795508772097183,0,0,8.135668126999947,4.0511979018810855,0,0
0,2,0,0,0,0,341.011505104028,113.69288971521517,2.0151152853270524,23.996143168131205,0.2271533825929542,38,5,0.4247675687758828,0,0,11.96979142145371,5.16316375215496,0,0
0,1,0,0,0,0,771.6028390604291,70.30822362208593,1.9445364068340858,52.901274919187635,0.18965878441093387,20,4,0.23283962415499154,0,0,7.633828603636168,2.5908930722440227,0,0
